2025-11-13 02:36:08 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 11:32:03 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 11:34:38 | INFO | app.routes.auth:signup:39 | Signup attempt for email: umar@hypeon.ai
2025-11-13 11:34:41 | INFO | app.routes.auth:signup:58 | Successful signup for user: 691574f9aaa47f83f6b05ee1 (umar@hypeon.ai)
2025-11-13 11:34:41 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691574f9aaa47f83f6b05ee2, User: 691574f9aaa47f83f6b05ee1, Action: signup
2025-11-13 11:34:41 | INFO | app.routes.auth:signup:82 | Tokens generated for user: 691574f9aaa47f83f6b05ee1
2025-11-13 11:37:29 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 11:37:29 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 11:37:30 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 691574f9aaa47f83f6b05ee1
2025-11-13 11:37:30 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 691574f9aaa47f83f6b05ee1
2025-11-13 11:37:30 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 11:49:45 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 403, Detail: Not authenticated
2025-11-13 11:56:27 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 403, Detail: Not authenticated
2025-11-13 12:15:24 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:15:29 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:15:29 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:15:30 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:15:31 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:15:31 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:15:32 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:15:32 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:15:32 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:16:21 | INFO | app.routes.auth:signup:39 | Signup attempt for email: admin@hypeon.ai
2025-11-13 12:16:23 | INFO | app.routes.auth:signup:58 | Successful signup for user: 69157ebea98614754b76142e (admin@hypeon.ai)
2025-11-13 12:16:23 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 69157ebfa98614754b76142f, User: 69157ebea98614754b76142e, Action: signup
2025-11-13 12:16:23 | INFO | app.routes.auth:signup:82 | Tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:18:47 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 12:18:47 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 12:18:47 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 69157ebea98614754b76142e
2025-11-13 12:18:47 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:18:48 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 12:21:27 | INFO | app.routes.auth:login:102 | Login attempt for email: admin@hypeon.ai
2025-11-13 12:21:28 | INFO | app.routes.auth:login:115 | Successful login for user: 69157ebea98614754b76142e (admin@hypeon.ai)
2025-11-13 12:21:28 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 69157ff0a98614754b761430, User: 69157ebea98614754b76142e, Action: login
2025-11-13 12:21:29 | INFO | app.routes.auth:login:139 | Last login updated for user: 69157ebea98614754b76142e
2025-11-13 12:21:29 | INFO | app.routes.auth:login:143 | Tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:22:19 | INFO | app.routes.auth:login:102 | Login attempt for email: admin@hypeon.ai
2025-11-13 12:22:20 | INFO | app.routes.auth:login:115 | Successful login for user: 69157ebea98614754b76142e (admin@hypeon.ai)
2025-11-13 12:22:21 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 69158024a98614754b761431, User: 69157ebea98614754b76142e, Action: login
2025-11-13 12:22:21 | INFO | app.routes.auth:login:139 | Last login updated for user: 69157ebea98614754b76142e
2025-11-13 12:22:21 | INFO | app.routes.auth:login:143 | Tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:23:22 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 12:23:22 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 12:23:23 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 69157ebea98614754b76142e
2025-11-13 12:23:23 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:23:23 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 401, Detail: Invalid token format
2025-11-13 12:25:21 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:25:25 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:25:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:25:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:25:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:25:27 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:25:27 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:25:28 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:25:28 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:30:20 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:30:25 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:30:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:30:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:30:26 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:30:27 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:30:27 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:30:27 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:30:27 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:34:22 | INFO | app.routes.auth:login:102 | Login attempt for email: admin@hypeon.ai
2025-11-13 12:34:23 | INFO | app.routes.auth:login:115 | Successful login for user: 69157ebea98614754b76142e (admin@hypeon.ai)
2025-11-13 12:34:24 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691582f78f64c121ca28d55d, User: 69157ebea98614754b76142e, Action: login
2025-11-13 12:34:24 | INFO | app.routes.auth:login:139 | Last login updated for user: 69157ebea98614754b76142e
2025-11-13 12:34:24 | INFO | app.routes.auth:login:143 | Tokens generated for user: 69157ebea98614754b76142e
2025-11-13 12:40:25 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:40:30 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:40:30 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:40:31 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:40:32 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:40:32 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:40:33 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:40:33 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:40:33 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:44:45 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:44:49 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:44:49 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:44:50 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:44:50 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:44:51 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:44:51 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:44:51 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:44:51 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:46:40 | INFO | app.routes.auth:signup:39 | Signup attempt for email: test@example.com
2025-11-13 12:46:42 | INFO | app.routes.auth:signup:58 | Successful signup for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:46:43 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691585dac31f17d7af5937b9, User: 691585dac31f17d7af5937b8, Action: signup
2025-11-13 12:46:43 | INFO | app.routes.auth:signup:82 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:49:47 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:49:52 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:49:52 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:49:53 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:49:53 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:49:53 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:49:54 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:49:54 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:49:54 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:50:21 | INFO | app.routes.auth:signup:39 | Signup attempt for email: test@example.com
2025-11-13 12:50:22 | WARNING | app.routes.auth:signup:44 | Signup failed - email already in use: test@example.com
2025-11-13 12:50:22 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 409, Detail: Email already in use
2025-11-13 12:50:25 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:50:26 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:50:26 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691586baf8ffce3f6255a2e2, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:50:27 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:50:27 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:50:33 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 500, Detail: Internal error: 3 validation errors for UserInDB
googleId
  Field required [type=missing, input_value={'_id': ObjectId('691585d...1585dac31f17d7af5937b8'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing
resetPasswordToken
  Field required [type=missing, input_value={'_id': ObjectId('691585d...1585dac31f17d7af5937b8'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing
resetPasswordExpires
  Field required [type=missing, input_value={'_id': ObjectId('691585d...1585dac31f17d7af5937b8'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing
2025-11-13 12:50:36 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 403, Detail: Not authenticated
2025-11-13 12:50:39 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 12:50:40 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 691585dac31f17d7af5937b8
2025-11-13 12:50:40 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:50:43 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:50:44 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:50:44 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691586ccf8ffce3f6255a2e3, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:50:45 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:50:45 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:03 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 12:52:07 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 12:52:07 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 12:52:08 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 12:52:08 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 12:52:09 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 12:52:09 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 12:52:09 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 12:52:09 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 12:52:09 | INFO | app.routes.auth:signup:39 | Signup attempt for email: test@example.com
2025-11-13 12:52:10 | WARNING | app.routes.auth:signup:44 | Signup failed - email already in use: test@example.com
2025-11-13 12:52:10 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 409, Detail: Email already in use
2025-11-13 12:52:13 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:52:14 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:52:15 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915872685458fea2f4233cc, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:52:15 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:15 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:22 | INFO | app.routes.auth:get_me:425 | Get /me request for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:22 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915872e85458fea2f4233cd, User: 691585dac31f17d7af5937b8, Action: view_profile
2025-11-13 12:52:25 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 403, Detail: Not authenticated
2025-11-13 12:52:28 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 12:52:29 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:29 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:32 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:52:33 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:52:33 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915873985458fea2f4233ce, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:52:34 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:52:34 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:02 | INFO | app.routes.auth:signup:39 | Signup attempt for email: test@example.com
2025-11-13 12:54:02 | WARNING | app.routes.auth:signup:44 | Signup failed - email already in use: test@example.com
2025-11-13 12:54:02 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 409, Detail: Email already in use
2025-11-13 12:54:05 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:54:07 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:54:07 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915879785458fea2f4233cf, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:54:07 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:07 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:14 | INFO | app.routes.auth:get_me:425 | Get /me request for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:14 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 6915879e85458fea2f4233d0, User: 691585dac31f17d7af5937b8, Action: view_profile
2025-11-13 12:54:17 | WARNING | main:http_exception_handler:163 | HTTP Exception - Status: 403, Detail: Not authenticated
2025-11-13 12:54:20 | INFO | app.routes.auth:refresh_token_endpoint:254 | Refresh token request received
2025-11-13 12:54:21 | INFO | app.routes.auth:refresh_token_endpoint:281 | Valid refresh token for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:21 | INFO | app.routes.auth:refresh_token_endpoint:299 | New tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:24 | INFO | app.routes.auth:login:102 | Login attempt for email: test@example.com
2025-11-13 12:54:25 | INFO | app.routes.auth:login:115 | Successful login for user: 691585dac31f17d7af5937b8 (test@example.com)
2025-11-13 12:54:25 | INFO | app.utils.activity_tracker:log_user_activity:27 | User activity logged - ID: 691587a985458fea2f4233d1, User: 691585dac31f17d7af5937b8, Action: login
2025-11-13 12:54:26 | INFO | app.routes.auth:login:139 | Last login updated for user: 691585dac31f17d7af5937b8
2025-11-13 12:54:26 | INFO | app.routes.auth:login:143 | Tokens generated for user: 691585dac31f17d7af5937b8
2025-11-13 13:01:50 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 13:01:54 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 13:01:55 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 13:01:55 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 13:01:55 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 13:01:56 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 13:01:56 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 13:01:57 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
2025-11-13 13:01:57 | INFO | app.core.events:startup:51 | ✅ Database indexes created successfully
2025-11-13 13:04:09 | INFO | app.core.events:startup:29 | 🔗 Attempting MongoDB connection (attempt 1/3)...
2025-11-13 13:04:13 | INFO | app.core.events:startup:47 | ✅ MongoDB connection established to hypeon_mvp_db
2025-11-13 13:04:14 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created email unique index
2025-11-13 13:04:14 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products full-text index
2025-11-13 13:04:15 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created products compound index
2025-11-13 13:04:15 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created saved_searches compound index
2025-11-13 13:04:15 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity compound index
2025-11-13 13:04:16 | DEBUG | app.core.events:_create_indexes:82 | ✓ Created user_activity action index
